clinicRef,clinicName,clinicAddr,clinicTel,city,groupRef,groupName,groupTel,hos1Ref,hos1Name,hos2Ref,hos2Name,hos3Ref,hos3Name,hos4Ref,hos4Name
3532015731,振興診所,桃園市桃園區中正路543號,03-3332077,桃園市,2320104114,全家社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532052344,南崁診所,桃園市蘆竹區南崁路241號1樓,03-3225582,桃園市,2320104114,全家社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532016571,家和診所,桃園市桃園區大業路2段13號1樓,03-3575170,桃園市,2320104114,全家社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532016713,大順診所,桃園市桃園區南平路302-3號1樓,03-3167585,桃園市,2320104114,全家社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532082548,廣德診所,桃園市八德區介壽路一段942-1號,03-3623886,桃園市,2320104114,全家社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532014399,吳鎮宇耳鼻喉科診所,桃園市桃園區中山路685、685-1、687號1樓,03-2201111,桃園市,2320204201,大桃園社區醫療群,0983499711,0132010014,衛生福利部桃園醫院,,,,,,
3532016080,健安診所,桃園市桃園區龍安街110號,03-3922366,桃園市,2320204201,大桃園社區醫療群,0983499711,0132010014,衛生福利部桃園醫院,,,,,,
3532022266,陳鍊生診所,桃園市中壢區中華路一段698號,03-4627301,桃園市,2320204201,大桃園社區醫療群,0983499711,0132010014,衛生福利部桃園醫院,,,,,,
3532024877,詮順耳鼻喉科診所,桃園市中壢區榮民路37號,03-4355300,桃園市,2320204201,大桃園社區醫療群,0983499711,0132010014,衛生福利部桃園醫院,,,,,,
3532026157,張培鑫小兒科診所,桃園市中壢區興農路80號1樓,03-4343916,桃園市,2320204201,大桃園社區醫療群,0983499711,0132010014,衛生福利部桃園醫院,,,,,,
3532025123,敦仁診所,桃園市中壢區內壢里忠孝路14、16、18號,03-4635353,桃園市,2320204201,大桃園社區醫療群,0983499711,0132010014,衛生福利部桃園醫院,,,,,,
3532024877,詮順耳鼻喉科診所,桃園市中壢區榮民路37號,03-4355300,桃園市,2320204201,大桃園社區醫療群,0983499711,0132010014,衛生福利部桃園醫院,,,,,,
3532026157,張培鑫小兒科診所,桃園市中壢區興農路80號1樓,03-4343916,桃園市,2320204201,大桃園社區醫療群,0983499711,0132010014,衛生福利部桃園醫院,,,,,,
3532016080,健安診所,桃園市桃園區龍安街110號,03-3922366,桃園市,2320204201,大桃園社區醫療群,0983499711,0132010014,衛生福利部桃園醫院,,,,,,
3532101860,高俊傑診所,桃園市平鎮區民族路237號,03-4021515,桃園市,2320204202,中壢社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532022024,吳瑞生診所,桃園市中壢區中央西路二段90號,03-2812810,桃園市,2320204202,中壢社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532022702,中新小兒科聯合診所,桃園市中壢區東興里中北路二段54號,03-4682832,桃園市,2320204202,中壢社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532020155,鄒內科小兒科診所,桃園市中壢區中建里中平路139號,03-4223021,桃園市,2320204202,中壢社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532021045,陳遠芳診所,桃園市中壢區中正路78號,03-4220182,桃園市,2320204202,中壢社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532025641,王春元婦產科診所,桃園市中壢區中北路二段64號,03-4594669,桃園市,2320204202,中壢社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532020155,鄒內科小兒科診所,桃園市中壢區中建里中平路139號,03-4223021,桃園市,2320204202,中壢社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532020093,何小兒科內科診所,桃園市中壢區中榮里中正路263號,03-4252254,桃園市,2320204203,中壢第二社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532026246,愛麗康診所,桃園市中壢區中央東路23號1-2樓,03-2806298,桃園市,2320204203,中壢第二社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532025007,趙德明婦產科診所,桃園市中壢區復興路33號1、2、3樓,03-4275555,桃園市,2320204203,中壢第二社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532024859,進華小兒科診所,桃園市中壢區健行路226號1樓,03-4685858,桃園市,2320204203,中壢第二社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532022882,佑林聯合診所,桃園市中壢區龍岡里龍東路229號,03-4378011,桃園市,2320204203,中壢第二社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532026568,維坤診所,桃園市中壢區健行路226號1樓,03-4685858,桃園市,2320204203,中壢第二社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532022480,葉欽池小兒科診所,桃園市中壢區延平路553號,03-4222376,桃園市,2320204203,中壢第二社區醫療群,03-4620193,0932020025,天成醫療社團法人天晟醫院,,,,,,
3532025721,迎旭診所,桃園市中壢區中山路38號,03-4277126,桃園市,2320204204,欣中壢社區醫療群,0932931114,0132010014,衛生福利部桃園醫院,,,,,,
3532025801,邱信雄診所,桃園市中壢區中山路49號,03-4265198,桃園市,2320204204,欣中壢社區醫療群,0932931114,0132010014,衛生福利部桃園醫院,,,,,,
3532022211,王小兒科診所,桃園市中壢區慈惠三街117號,03-4227449,桃園市,2320204204,欣中壢社區醫療群,0932931114,0132010014,衛生福利部桃園醫院,,,,,,
3532025801,邱信雄診所,桃園市中壢區中山路49號,03-4265198,桃園市,2320204204,欣中壢社區醫療群,0932931114,0132010014,衛生福利部桃園醫院,,,,,,
3532025721,迎旭診所,桃園市中壢區中山路38號,03-4277126,桃園市,2320204204,欣中壢社區醫療群,0932931114,0132010014,衛生福利部桃園醫院,,,,,,
3532022220,懷寧內科診所,桃園市中壢區中央里中美路39號8樓,03-4255795,桃園市,2320204204,欣中壢社區醫療群,0932931114,0132010014,衛生福利部桃園醫院,,,,,,
3532025598,廣旭骨科診所,桃園市中壢區民族路300號1樓3樓,03-4914237,桃園市,2320204210,和新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3432060513,壢新醫院桃園國際機場醫療中心,桃園市大園區航站南路15號,03-3983456,桃園市,2320204210,和新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
2332100019,桃園市平鎮區衛生所,桃園市平鎮區新富里1鄰振興路1號,03-4576624,桃園市,2320204210,和新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532100612,昇元診所,桃園市平鎮區民族路127號,03-4010906,桃園市,2320204210,和新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532102170,文化耳鼻喉科診所,桃園市平鎮區文化街92號1-2樓,03-4951689,桃園市,2320204210,和新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532021723,黃永輝診所,桃園市中壢區新明里中山路452號,03-4926750,桃園市,2320204210,和新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532025187,黃曉生小兒科診所,桃園市中壢區環中東路41、43號,03-4552725,桃園市,2320204210,和新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532022202,中壢聯新診所,桃園市中壢區福州路21號1、2樓,03-4379595,桃園市,2320204211,壢新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532090200,徐耳鼻喉科診所,桃園市龍潭區北龍路251號,03-4899631,桃園市,2320204211,壢新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532021312,李經國診所,桃園市中壢區中山東路二段191號,03-4659900,桃園市,2320204211,壢新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532025678,鄭朝強小兒科診所,桃園市中壢區元化路226號1、2樓,03-4258789,桃園市,2320204211,壢新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532026219,梁恬綺小兒科診所,桃園市中壢區元化路226號2樓,03-4258789,桃園市,2320204211,壢新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532024984,顏復竹診所,桃園市中壢區中央西路二段182號一樓,03-2810614,桃園市,2320204211,壢新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532102321,聯恩診所,桃園市平鎮區中豐路南勢二段100號1樓暨102號1樓,03-4395633,桃園市,2320204211,壢新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532110092,宏濟診所,桃園市新屋區中山路360號,03-4772259,桃園市,2320204212,祥新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532024608,昭全診所,桃園市中壢區龍東路417號,03-4360726,桃園市,2320204212,祥新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532022793,黃志焜診所,桃園市中壢區慈惠三街135號,03-4277860,桃園市,2320204212,祥新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532025383,中原診所,桃園市中壢區中山東路二段14號,03-4569788,桃園市,2320204212,祥新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532024840,安康耳鼻喉科診所,桃園市中壢區復興路54號1樓,03-4271212,桃園市,2320204212,祥新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532110092,宏濟診所,桃園市新屋區中山路360號,03-4772259,桃園市,2320204212,祥新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532026326,安新診所,桃園市中壢區新中北路二段487號1樓、2樓暨489號2樓,03-4518808,桃園市,2320204213,聯新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532025267,陳瑞祥診所,桃園市中壢區福州二街475號,03-4616600,桃園市,2320204213,聯新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532040460,鄭鈞源診所,桃園市楊梅區新成路201之1號,03-4852306,桃園市,2320204213,聯新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532102018,明鴻診所,桃園市平鎮區中豐路南勢二段109號,03-4398338,桃園市,2320204213,聯新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532026059,昇陽小兒科診所,桃園市中壢區六和路12號1樓,03-4228181,桃園市,2320204213,聯新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532022515,敏昌診所,桃園市中壢區福德路32號,03-4550348,桃園市,2320204213,聯新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532022935,林浩健診所,桃園市中壢區中央西路二段231之2號,03-4925866,桃園市,2320204214,安新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532022364,范光迪診所,桃園市中壢區中光路53號,03-4273710,桃園市,2320204214,安新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532025114,黃意剛診所,桃園市中壢區新明路30、32、34號,03-4950104,桃園市,2320204214,安新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532100649,吳英錦小兒科診所,桃園市平鎮區龍南路64號,03-4501043,桃園市,2320204214,安新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532102269,勇信診所,桃園市平鎮區中豐路山頂段160號1樓,03-4195558,桃園市,2320204214,安新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
3532025230,鈺展骨科診所,桃園市中壢區健行路83.85號1-2樓,03-4283710,桃園市,2320204214,安新社區醫療群,0800365990,1532100049,壢新醫院,,,,,,
2332030012,桃園市大溪區衛生所,桃園市大溪區仁愛路1號,03-3882401,桃園市,2320304208,幸福大溪社區醫療群,(白天)8:00以後03-3882401；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532030311,潘叡診所,桃園市大溪區埔頂路1段410號,03-3892915,桃園市,2320304208,幸福大溪社區醫療群,(白天)8:00以後03-3892915；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532030482,大華眼科診所,桃園市大溪區康莊路72號,03-3883579,桃園市,2320304208,幸福大溪社區醫療群,(白天)8:00以後03-3883579；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532031863,誠德耳鼻喉科診所,桃園市大溪區康莊路192號,03-3883132,桃園市,2320304208,幸福大溪社區醫療群,(白天)8:00以後03-3883132；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532031863,誠德耳鼻喉科診所,桃園市大溪區康莊路192號,03-3883132,桃園市,2320304208,幸福大溪社區醫療群,(白天)8:00以後03-3883132；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532040282,博愛眼科診所,桃園市楊梅區大成路108號,03-4757639,桃園市,2320404205,楊梅社區醫療群,03-4759808,1532040039,天成醫院,1532040066,怡仁綜合醫院,,,,
3532041752,大成骨科診所,桃園市楊梅區大華街六十三號,03-4859361,桃園市,2320404205,楊梅社區醫療群,03-4759808,1532040039,天成醫院,1532040066,怡仁綜合醫院,,,,
3532040326,民安診所,桃園市楊梅區大成路175號,03-4757681,桃園市,2320404205,楊梅社區醫療群,03-4759808,1532040039,天成醫院,1532040066,怡仁綜合醫院,,,,
3532041672,楊明小兒科診所,桃園市楊梅區新農街551號,03-4854580,桃園市,2320404205,楊梅社區醫療群,03-4759808,1532040039,天成醫院,1532040066,怡仁綜合醫院,,,,
3532041618,黃彥華婦產科診所,桃園市楊梅區大成路188號1樓、2樓,03-4883030,桃園市,2320404205,楊梅社區醫療群,03-4759808,1532040039,天成醫院,1532040066,怡仁綜合醫院,,,,
3532026540,活力診所,桃園市中壢區莊敬路160號1、2樓,03-2713585,桃園市,2320404205,楊梅社區醫療群,03-4759808,1532040039,天成醫院,1532040066,怡仁綜合醫院,,,,
3532040438,姜博文診所,"桃園市楊梅區永美路333號2樓、335及337號1樓,2樓",03-4826241,桃園市,2320404205,楊梅社區醫療群,03-4759808,1532040039,天成醫院,1532040066,怡仁綜合醫院,,,,
3532040415,明仁診所,桃園市楊梅區楊新北路13號1、2樓及15號1、2、3樓,03-4755813,桃園市,2320404205,楊梅社區醫療群,03-4759808,1532040039,天成醫院,1532040066,怡仁綜合醫院,,,,
3532042062,新楊梅診所,桃園市楊梅區環東路476號1、2樓,03-4856530,桃園市,2320404206,中山社區醫療群,03-4759808,1532040039,天成醫院,,,,,,
3532041958,佑家診所,桃園市楊梅區瑞溪路二段193號1、2樓(送達:中壢郵政信箱49-23號),03-4816988,桃園市,2320404206,中山社區醫療群,03-4759808,1532040039,天成醫院,,,,,,
3532091529,佑康診所,桃園市龍潭區中興路225號,03-4994221,桃園市,2320404206,中山社區醫療群,03-4759808,1532040039,天成醫院,,,,,,
3532041878,楊欣診所,桃園市楊梅區楊新路99號,03-4782542,桃園市,2320404206,中山社區醫療群,03-4759808,1532040039,天成醫院,,,,,,
3532041725,羅肇煒診所,桃園市楊梅區瑞溪路1段271-1號,03-4315999,桃園市,2320404206,中山社區醫療群,03-4759808,1532040039,天成醫院,,,,,,
3532042062,新楊梅診所,桃園市楊梅區環東路476號1、2樓,03-4856530,桃園市,2320404206,中山社區醫療群,03-4759808,1532040039,天成醫院,,,,,,
3532051801,明濟診所,桃園市蘆竹區南山路三段257號,03-3248677,桃園市,2320504107,桃榮社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532051785,晨新診所,桃園市蘆竹區中正路357號一.二.三樓,03-3222232,桃園市,2320504107,桃榮社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532052237,晨光診所,桃園市蘆竹區大竹路395之1號1樓,03-3238996,桃園市,2320504107,桃榮社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532050153,杜衍甫診所,桃園市蘆竹區五福一路7號1樓,03-3527686,桃園市,2320504107,桃榮社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532052004,慶成診所,桃園市蘆竹區大新路一○七號,03-3137379,桃園市,2320504107,桃榮社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532052004,慶成診所,桃園市蘆竹區大新路一○七號,03-3137379,桃園市,2320504107,桃榮社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532051767,佳音小兒科診所,桃園市蘆竹區錦興里中正路359號,03-3127553,桃園市,2320504111,蘆竹社區醫療群,0975082356,1532011154,敏盛綜合醫院,,,,,,
3532052273,愛鄰親子診所,桃園市蘆竹區南昌路45號1樓,03-3216784,桃園市,2320504111,蘆竹社區醫療群,0975082356,1532011154,敏盛綜合醫院,,,,,,
3532050457,王增齊診所,桃園市蘆竹區中正路306號一、二樓,03-3215892,桃園市,2320504111,蘆竹社區醫療群,0975082356,1532011154,敏盛綜合醫院,,,,,,
3532051712,朱智盟眼科診所,桃園市蘆竹區中正路363號1F、365號1F、365號3F,03-3525677,桃園市,2320504111,蘆竹社區醫療群,0975082356,1532011154,敏盛綜合醫院,,,,,,
3532052031,德信診所,桃園市蘆竹區奉化路136號1、3樓、138號1、2、3樓,03-2220718,桃園市,2320504111,蘆竹社區醫療群,0975082356,1532011154,敏盛綜合醫院,,,,,,
3532051847,宏安耳鼻喉科診所,桃園市蘆竹區南昌路261號一樓,03-2122946,桃園市,2320504111,蘆竹社區醫療群,0975082356,1532011154,敏盛綜合醫院,,,,,,
3532050242,黃三奇診所,桃園市蘆竹區錦興里中正路375號,03-3521219,桃園市,2320504111,蘆竹社區醫療群,0975082356,1532011154,敏盛綜合醫院,,,,,,
2332050014,桃園市蘆竹區衛生所,桃園市蘆竹區長安路二段238號,03-3524732,桃園市,2320504111,蘆竹社區醫療群,0975082356,1532011154,敏盛綜合醫院,,,,,,
2332120011,桃園市觀音區衛生所,桃園市觀音區觀新路58號,03-4732031,桃園市,2320604115,大園田心社區醫療群,0975082356,1532011154,敏盛綜合醫院,1532061065,大園敏盛醫院,,,,
3532060597,蘇崇凱診所,桃園市大園區果林里拔子林923號,03-3838561,桃園市,2320604115,大園田心社區醫療群,0975082356,1532011154,敏盛綜合醫院,1532061065,大園敏盛醫院,,,,
2332060010,桃園市大園區衛生所,桃園市大園區田心里中正西路19號,03-3862024,桃園市,2320604115,大園田心社區醫療群,0975082356,1532011154,敏盛綜合醫院,1532061065,大園敏盛醫院,,,,
3532111688,謝氏診所,桃園市新屋區中華路290號,03-4779233,桃園市,2320604115,大園田心社區醫療群,0975082356,1532011154,敏盛綜合醫院,1532061065,大園敏盛醫院,,,,
2332120011,桃園市觀音區衛生所,桃園市觀音區觀新路58號,03-4732031,桃園市,2320604115,大園田心社區醫療群,0975082356,1532011154,敏盛綜合醫院,1532061065,大園敏盛醫院,,,,
2332110015,桃園市新屋區衛生所,桃園市新屋區新屋里中山路239號,03-4772018,桃園市,2320604115,大園田心社區醫療群,0975082356,1532011154,敏盛綜合醫院,1532061065,大園敏盛醫院,,,,
3532070557,杜一鳴婦產科診所,桃園市龜山區中興路372-2號,03-3591033,桃園市,2320704108,龜山社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
2332070016,桃園市龜山區衛生所,桃園市龜山區自強南路103號,03-3299645,桃園市,2320704108,龜山社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532070637,連淑芳小兒科診所,桃園市龜山區萬壽路二段965號,03-3599696,桃園市,2320704108,龜山社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532070468,陳皮膚科診所,桃園市龜山區中興路206號1樓,03-3509878,桃園市,2320704108,龜山社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532071858,陳完任家庭醫學科診所,桃園市龜山區自強東路1881、190號,03-3508373,桃園市,2320704108,龜山社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532070557,杜一鳴婦產科診所,桃園市龜山區中興路372-2號,03-3591033,桃園市,2320704108,龜山社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532071965,瑞家婦產科診所,桃園市龜山區萬壽路二段911號,03-3205023,桃園市,2320704108,龜山社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532070422,蕭大章診所,桃園市龜山區萬壽路二段990號,03-3201860,桃園市,2320704108,龜山社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532070708,光明眼科診所,桃園市龜山區萬壽路2段980號,03-3596195,桃園市,2320704108,龜山社區醫療群,0976731680,0632010014,臺北榮民總醫院桃園分院,,,,,,
3532082520,羅久勝小兒專科診所,桃園市八德區忠勇六街5號1F,03-3750237,桃園市,2320804112,介壽社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532082342,振益診所,桃園市八德區興豐路845號,03-3653786,桃園市,2320804112,介壽社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532080802,陳坤荃小兒科診所,桃園市八德區大智里介壽路一段812號,03-3677476,桃園市,2320804112,介壽社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532082379,郭淵進診所,桃園市八德區興豐路650號1樓,03-3732373,桃園市,2320804112,介壽社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532011423,王眼科診所,桃園市桃園區民生路245號,03-3378802,桃園市,2320804112,介壽社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532080428,萬耳鼻喉科診所,桃園市八德區大忠里介壽路1段913號,03-3635616,桃園市,2320804112,介壽社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532082208,李偉岳診所,桃園市八德區介壽路一段798號,03-3665833,桃園市,2320804112,介壽社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532080428,萬耳鼻喉科診所,桃園市八德區大忠里介壽路1段913號,03-3635616,桃園市,2320804112,介壽社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532011423,王眼科診所,桃園市桃園區民生路245號,03-3378802,桃園市,2320804112,介壽社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532082360,翁文堯婦產科診所,桃園市八德區介壽路一段763號1樓,03-3622121,桃園市,2320804113,大湳社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532011923,袁耳鼻喉科診所,桃園市桃園區長安里永安路572號,03-3267364,桃園市,2320804113,大湳社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532014620,芯佑診所,桃園市桃園區永安路381號,03-3369599,桃園市,2320804113,大湳社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532081050,顏耳鼻喉科診所,桃園市八德區桃鶯路24號,03-3665000,桃園市,2320804113,大湳社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532082280,崇瑞耳鼻喉科診所,桃園市八德區介壽路一段806號,03-3631891,桃園市,2320804113,大湳社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532082315,博濟診所,桃園市八德區介壽路一段771號1樓,03-3767266,桃園市,2320804113,大湳社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532082217,瀚文耳鼻喉科診所,桃園市八德區桃鶯路5號,03-3641252,桃園市,2320804113,大湳社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532082360,翁文堯婦產科診所,桃園市八德區介壽路一段763號1樓,03-3622121,桃園市,2320804113,大湳社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532082315,博濟診所,桃園市八德區介壽路一段771號1樓,03-3767266,桃園市,2320804113,大湳社區醫療群,03-3773365,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,,,,
3532090406,龍合骨科診所,桃園市龍潭區中山里中正路46號,03-4707500,桃園市,2320904207,龍潭社區醫療群,(白天)8:00以後03-4707500；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532091501,重慶骨科診所,桃園市龍潭區中興路303號,03-4707511,桃園市,2320904207,龍潭社區醫療群,(白天)8:00以後03-4707511；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532090166,李翌新診所,桃園市龍潭區三林里建國路36號,03-4893672,桃園市,2320904207,龍潭社區醫療群,(白天)8:00以後03-4893672；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
2532090512,國家中山科學研究院醫務所附設石園診所,桃園市龍潭區佳安西路一號,03-4712109,桃園市,2320904207,龍潭社區醫療群,(白天)8:00以後03-4712109；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532091761,易修成診所,桃園市龍潭區中正路81號1樓,03-4892950,桃園市,2320904207,龍潭社區醫療群,(白天)8:00以後03-4892950；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532090095,龍安診所,桃園市龍潭區中山里北龍路41號,03-4895608,桃園市,2320904207,龍潭社區醫療群,(白天)8:00以後03-4895608；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532090111,盛杞診所,桃園市龍潭區龍潭里東龍路204號,03-4792061,桃園市,2320904207,龍潭社區醫療群,(白天)8:00以後03-4792061；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532090479,五福診所,桃園市龍潭區中山里五福街13號,03-4709709,桃園市,2320904207,龍潭社區醫療群,(白天)8:00以後03-4709709；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532091565,平安診所,桃園市龍潭區中正路296號,03-4995763,桃園市,2320904209,龍朝社區醫療群,(白天)8:00以後03-4995763；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532090264,安嘉診所,桃園市龍潭區中正路173號1樓,03-4893715,桃園市,2320904209,龍朝社區醫療群,(白天)8:00以後03-4893715；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532090399,葉步財診所,桃園市龍潭區北龍路268號,03-4806356,桃園市,2320904209,龍朝社區醫療群,(白天)8:00以後03-4806356；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532090184,陳隆開外科診所,桃園市龍潭區中山里東龍路315-1號,03-4794936,桃園市,2320904209,龍朝社區醫療群,(白天)8:00以後03-4794936；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532030642,康佑診所,桃園市大溪區員林路一段46號1.2樓,03-3892822,桃園市,2320904209,龍朝社區醫療群,(白天)8:00以後03-3892822；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
3532091707,杏德芙診所,桃園市龍潭區北龍路331號1-3樓、333號1-3樓,03-4792430,桃園市,2320904209,龍朝社區醫療群,(白天)8:00以後03-4792430；(夜間)22:00以後0972765885,0532090029,國軍桃園總醫院附設民眾診療服務處,,,,,,
